taxid	Guild	Trophic.Mode	Mycorrhizal	Endophyte	Pathogens	Saprotrophs	Pathotroph	Saprotroph	Symbiotroph
FM201289_SH1307893.10FU	Animal Pathogen-Endophyte-Plant Saprotroph-|Undefined Saprotroph|-Wood Saprotroph	 Pathotroph-Saprotroph-Symbiotroph	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE
FM205502_SH1190953.10FU	|Ectomycorrhizal|	 Symbiotroph	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
FM213356_SH1353766.10FU	|Ectomycorrhizal|	Symbiotroph	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
FM866339_SH1345908.10FU	Undefined Saprotroph-|Wood Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
FM955444_SH1220062.10FU	Dung Saprotroph-|Undefined Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
FM955446_SH1219974.10FU	Animal Pathogen-Dung Saprotroph-Endophyte-Plant Pathogen-Plant Saprotroph-|Undefined Saprotroph|-Wood Saprotroph	Pathotroph-Saprotroph-Symbiotroph	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
FM955448_SH1220047.10FU	|Dung Saprotroph|-Endophyte-Plant Saprotroph-Undefined Saprotroph	Saprotroph-Symbiotroph	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE
FM955449_SH1192552.10FU	|Undefined Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
FM986798_SH1370196.10FU	|Undefined Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
FM999597_SH1071599.10FU	Animal Pathogen-Fungal Parasite-Undefined Saprotroph	Pathotroph-Saprotroph	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE
FN386300_SH1197972.10FU	Animal Pathogen-Dung Saprotroph-Endophyte-Epiphyte-Plant Saprotroph-Wood Saprotroph	Pathotroph-Saprotroph-Symbiotroph	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE
FN391350_SH1332474.10FU	Endophyte-Plant Saprotroph-|Undefined Saprotroph|	Saprotroph-Symbiotroph	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE
FN392301_SH1274475.10FU	Endophyte-Plant Saprotroph-Undefined Saprotroph-|Wood Saprotroph|	Saprotroph-Symbiotroph	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE
FN396102_SH1919201.10FU	|Undefined Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
FN396147_SH1301844.10FU	Bryophyte Parasite-Dung Saprotroph-Ectomycorrhizal-Fungal Parasite-Leaf Saprotroph-Plant Parasite-Undefined Saprotroph-Wood Saprotroph	Pathotroph-Saprotroph-Symbiotroph	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE
FN397296_SH1232960.10FU	Wood Saprotroph	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
FN397377_SH0100330.10FU	Dung Saprotroph-Ectomycorrhizal-Soil Saprotroph-Wood Saprotroph	Saprotroph-Symbiotroph	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE
FN397384_SH1322284.10FU	|Arbuscular Mycorrhizal|-Endophyte	Symbiotroph	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
FN428915_SH1135725.10FU	|Animal Parasite|-Undefined Saprotroph	Pathotroph-Saprotroph	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE
FN539061_SH0160596.10FU	Animal Pathogen-Endophyte-Epiphyte-|Undefined Saprotroph|	Pathotroph-Saprotroph-Symbiotroph	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE
FN547490_SH1076970.10FU	|Arbuscular Mycorrhizal|-Endophyte	Symbiotroph	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
FN600384_SH1412789.10FU	Undefined Saprotroph-|Wood Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
FN610871_SH1381131.10FU	Plant Pathogen-Undefined Saprotroph	Pathotroph-Saprotroph	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
FN691446_SH1083621.10FU	|Plant Pathogen|-Plant Saprotroph-Undefined Saprotroph	Pathotroph-Saprotroph	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
FN706540_SH1083611.10FU	|Plant Pathogen|-Plant Saprotroph-Undefined Saprotroph	Pathotroph-Saprotroph	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
FN706542_SH1384829.10FU	Animal Pathogen-Endophyte-Fungal Parasite-Plant Pathogen-|Undefined Saprotroph|-Wood Saprotroph	Pathotroph-Saprotroph-Symbiotroph	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
FN812949_SH0209851.10FU	Bryophyte Parasite-Dung Saprotroph-Ectomycorrhizal-Fungal Parasite-Leaf Saprotroph-Plant Parasite-Undefined Saprotroph-Wood Saprotroph	Pathotroph-Saprotroph-Symbiotroph	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE
FN908919_SH1951723.10FU	|Undefined Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
FR667232_SH1296100.10FU	Endophyte-Plant Pathogen-|Plant Saprotroph|-Wood Saprotroph	Pathotroph-Saprotroph-Symbiotroph	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
FR682366_SH1370161.10FU	Animal Pathogen-Endophyte-Fungal Parasite-Plant Pathogen-|Undefined Saprotroph|-Wood Saprotroph	Pathotroph-Saprotroph-Symbiotroph	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
FR693684_SH0157065.10FU	Arbuscular Mycorrhizal	Symbiotroph	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
FR693716_SH1399662.10FU	Arbuscular Mycorrhizal	Symbiotroph	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
FR750073_SH1390445.10FU	|Arbuscular Mycorrhizal|-Endophyte	Symbiotroph	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
FR750094_SH1339659.10FU	|Arbuscular Mycorrhizal|-Endophyte	Symbiotroph	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
GQ120990_SH0170104.10FU	Animal Parasite-Dung Saprotroph-Endophyte-Fungal Parasite-Plant Pathogen-|Undefined Saprotroph|-Wood Saprotroph	Pathotroph-Saprotroph-Symbiotroph	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
GQ160002_SH0034274.10FU	|Undefined Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
GQ169315_SH1223928.10FU	Animal Pathogen-Endophyte-Plant Saprotroph-|Undefined Saprotroph|-Wood Saprotroph	 Pathotroph-Saprotroph-Symbiotroph	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE
GQ203765_SH1397367.10FU	|Dung Saprotroph|-Undefined Saprotroph	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
GQ203789_SH0109010.10FU	Dung Saprotroph-Endophyte-Lichen Parasite-|Plant Saprotroph|	Saprotroph	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE
GQ221619_SH1379575.10FU	Bryophyte Parasite-Dung Saprotroph-Ectomycorrhizal-Fungal Parasite-Leaf Saprotroph-Plant Parasite-Undefined Saprotroph-Wood Saprotroph	Pathotroph-Saprotroph-Symbiotroph	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE
GQ249278_SH1301645.10FU	|Undefined Saprotroph|	 Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
GQ253453_SH1236905.10FU	Plant Pathogen-Undefined Saprotroph-|Wood Saprotroph|	Pathotroph-Saprotroph	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
GQ254686_SH1184082.10FU	Undefined Saprotroph	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
GQ255473_SH1340001.10FU	|Plant Pathogen|	Pathotroph	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
GQ272617_SH1395543.10FU	Animal Parasite-Fungal Parasite-Plant Pathogen-Plant Saprotroph-|Wood Saprotroph|	Pathotroph-Saprotroph	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
GQ280550_SH1049868.10FU	|Plant Pathogen|	Pathotroph	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
GQ280559_SH1441950.10FU	|Plant Pathogen|	Pathotroph	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
GQ303287_SH1161273.10FU	|Plant Pathogen|	Pathotroph	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
GQ303294_SH1081840.10FU	|Plant Pathogen|-Plant Saprotroph	Pathotroph-Saprotroph	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
GQ303295_SH1375798.10FU	|Plant Pathogen|	Pathotroph	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
GQ388305_SH1399537.10FU	|Arbuscular Mycorrhizal|-Endophyte	Symbiotroph	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
GQ388308_SH1399220.10FU	Arbuscular Mycorrhizal	Symbiotroph	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
GQ388428_SH1399135.10FU	Arbuscular Mycorrhizal	Symbiotroph	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
GQ388432_SH0189531.10FU	Arbuscular Mycorrhizal	Symbiotroph	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
GQ388506_SH0189286.10FU	Arbuscular Mycorrhizal	Symbiotroph	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
GQ388512_SH0189360.10FU	Arbuscular Mycorrhizal	Symbiotroph	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
GQ388712_SH1229970.10FU	|Arbuscular Mycorrhizal|-Endophyte	Symbiotroph	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
GQ411306_SH1397184.10FU	|Plant Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
GQ464804_SH1334784.10FU	|Plant Pathogen|-Plant Saprotroph	Pathotroph-Saprotroph	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
GQ851801_SH1340676.10FU	Undefined Saprotroph-|Wood Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
GQ921748_SH1244410.10FU	Undefined Saprotroph	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
GQ923953_SH1220076.10FU	Animal Pathogen-Dung Saprotroph-Endophyte-Epiphyte-Plant Saprotroph-Wood Saprotroph	Pathotroph-Saprotroph-Symbiotroph	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE
GQ999290_SH1054414.10FU	Plant Pathogen-|Wood Saprotroph|	Pathotroph-Saprotroph	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
GQ999350_SH1356861.10FU	Epiphyte-Plant Saprotroph-|Undefined Saprotroph|	Saprotroph-Symbiotroph	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE
GU053830_SH0061458.10FU	|Wood Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
GU054146_SH1187765.10FU	|Wood Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
GU055681_SH1268482.10FU	|Plant Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
GU055696_SH1210348.10FU	Animal Pathogen-Endophyte-Fungal Parasite-Plant Pathogen-|Undefined Saprotroph|-Wood Saprotroph	Pathotroph-Saprotroph-Symbiotroph	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
GU062467_SH1305018.10FU	|Wood Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
GU083001_SH1322178.10FU	Plant Pathogen-|Plant Saprotroph|-Undefined Saprotroph-Wood Saprotroph	Pathotroph-Saprotroph	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
GU083043_SH0205023.10FU	Animal Pathogen-Endophyte-Fungal Parasite-Lichen Parasite-Plant Pathogen-Wood Saprotroph	Pathotroph-Saprotroph-Symbiotroph	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
GU083186_SH1054462.10FU	|Plant Saprotroph|-Undefined Saprotroph	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
GU092950_SH1262762.10FU	|Undefined Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
GU117897_SH1081285.10FU	|Epiphyte|-Plant Pathogen-Plant Saprotroph	Pathotroph-Saprotroph-Symbiotroph	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
GU174342_SH1116997.10FU	|Undefined Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
GU174345_SH0170201.10FU	|Undefined Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
GU174389_SH0148779.10FU	Animal Pathogen-Animal Symbiotroph-Endophyte-Plant Pathogen-|Undefined Saprotroph|	Pathotroph-Saprotroph-Symbiotroph	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
GU174399_SH0056606.10FU	Animal Pathogen-Endophyte-Epiphyte-|Undefined Saprotroph|	Pathotroph-Saprotroph-Symbiotroph	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE
GU174411_SH0205901.10FU	Bryophyte Parasite-Ectomycorrhizal-Ericoid Mycorrhizal-Plant Pathogen-|Plant Saprotroph|-Undefined Saprotroph	Pathotroph-Saprotroph-Symbiotroph	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE
GU174413_SH1363495.10FU	|Undefined Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
GU187992_SH0209901.10FU	Endophyte-|Plant Pathogen|-Plant Saprotroph	Pathotroph-Saprotroph-Symbiotroph	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
GU207229_SH1353867.10FU	|Lichenized|	Symbiotroph	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
GU214650_SH1334895.10FU	|Plant Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
GU225947_SH1222664.10FU	Animal Parasite-Animal Pathogen-|Plant Saprotroph|-Undefined Saprotroph	Pathotroph-Saprotroph	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE
GU227855_SH1226135.10FU	Endophyte-|Plant Pathogen|-Plant Saprotroph	Pathotroph-Saprotroph-Symbiotroph	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
GU227896_SH1690668.10FU	Endophyte-|Plant Pathogen|-Plant Saprotroph	Pathotroph-Saprotroph-Symbiotroph	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
GU237761_SH1673662.10FU	|Plant Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
GU237762_SH1672948.10FU	|Undefined Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
GU237860_SH1673449.10FU	Animal Pathogen-Plant Pathogen-Undefined Saprotroph	Pathotroph-Saprotroph	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
GU237888_SH1672484.10FU	Endophyte-Fungal Parasite-Lichen Parasite-|Plant Pathogen|-Plant Saprotroph-Wood Saprotroph	Pathotroph-Saprotroph-Symbiotroph	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
GU246263_SH1080634.10FU	|Undefined Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
GU258298_SH1319345.10FU	|Ectomycorrhizal|	Symbiotroph	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
GU269789_SH1305956.10FU	|Plant Pathogen|	Pathotroph	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
GU291271_SH1189575.10FU	Animal Pathogen-|Undefined Saprotroph|	Pathotroph-Saprotroph	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE
GU327541_SH1394623.10FU	|Undefined Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
GU328524_SH0149330.10FU	Animal Pathogen-Endophyte-Epiphyte-|Undefined Saprotroph|	Pathotroph-Saprotroph-Symbiotroph	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE
GU328528_SH1675500.10FU	|Wood Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
GU328576_SH0062460.10FU	Fungal Parasite-Undefined Saprotroph	Pathotroph-Saprotroph-Symbiotroph	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE
GU366746_SH1116952.10FU	|Undefined Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
GU563367_SH1355412.10FU	|Undefined Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
GU563372_SH1355580.10FU	|Undefined Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
GU566284_SH1187998.10FU	Animal Parasite-Dung Saprotroph-Endophyte-Fungal Parasite-Plant Pathogen-|Undefined Saprotroph|-Wood Saprotroph	Pathotroph-Saprotroph-Symbiotroph	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
GU570535_SH1305990.10FU	|Plant Pathogen|	Pathotroph	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
GU596490_SH1155372.10FU	Endomycorrhizal-Plant Pathogen-Undefined Saprotroph	Pathotroph-Saprotroph-Symbiotroph	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE
GU646862_SH1231733.10FU	Animal Pathogen-Animal Symbiotroph-Endophyte-Plant Pathogen-|Undefined Saprotroph|	Pathotroph-Saprotroph-Symbiotroph	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
GU721252_SH1054320.10FU	Plant Pathogen-Wood Saprotroph	Pathotroph-Saprotroph	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
GU721257_SH1338485.10FU	Plant Pathogen-Undefined Saprotroph-|Wood Saprotroph|	Pathotroph-Saprotroph	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
GU721775_SH1191886.10FU	Animal Pathogen-Endophyte-|Plant Pathogen|-Plant Saprotroph-Wood Saprotroph	Pathotroph-Saprotroph-Symbiotroph	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
GU721832_SH1049363.10FU	Animal Pathogen-Endophyte-Lichen Parasite-|Plant Pathogen|-Plant Saprotroph-Undefined Saprotroph-Wood Saprotroph	Pathotroph-Saprotroph-Symbiotroph	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
GU721919_SH0158819.10FU	Animal Pathogen-Endophyte-|Plant Pathogen|-Plant Saprotroph-Wood Saprotroph	Pathotroph-Saprotroph-Symbiotroph	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
GU722193_SH1407011.10FU	|Ectomycorrhizal|	 Symbiotroph	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
GU733337_SH1338123.10FU	|Undefined Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
GU817065_SH1300350.10FU	|Ectomycorrhizal|-Orchid Mycorrhizal-Root Associated Biotroph	Symbiotroph	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
GU817162_SH1396757.10FU	Ectomycorrhizal-Endophyte-Plant Pathogen-|Plant Saprotroph|	Pathotroph-Saprotroph-Symbiotroph	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
GU910336_SH0072215.10FU	|Dung Saprotroph|-Endophyte-Plant Saprotroph-Undefined Saprotroph	Saprotroph-Symbiotroph	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE
GU910879_SH1397446.10FU	Dung Saprotroph-Endophyte-Lichen Parasite-|Plant Saprotroph|	Saprotroph	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE
GU979033_SH1069552.10FU	|Ectomycorrhizal|	 Symbiotroph	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
GU993521_SH0007309.10FU	Fungal Parasite-Undefined Saprotroph	Pathotroph-Saprotroph-Symbiotroph	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE
GU997763_SH0179839.10FU	|Ectomycorrhizal|	Symbiotroph	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
GU998738_SH1255593.10FU	Endophyte-Ericoid Mycorrhizal-|Plant Saprotroph|	Saprotroph-Symbiotroph	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE
HE605224_SH1273926.10FU	Endophyte-Epiphyte-Fungal Parasite-Insect Parasite	Pathotroph-Symbiotroph	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE
HE610336_SH1227911.10FU	Animal Pathogen-Dung Saprotroph-Endophyte-Lichen Parasite-Plant Pathogen-|Undefined Saprotroph|	Pathotroph-Saprotroph-Symbiotroph	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
HE610364_SH1231091.10FU	|Animal Parasite|-Undefined Saprotroph	Pathotroph-Saprotroph	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE
HE650880_SH0076268.10FU	|Undefined Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
HE861822_SH0081653.10FU	|Plant Pathogen|-Plant Saprotroph	Pathotroph-Saprotroph	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
HE861827_SH1206780.10FU	|Plant Pathogen|-Plant Saprotroph	Pathotroph-Saprotroph	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
HE863327_SH1228203.10FU	Animal Pathogen-Dung Saprotroph-Endophyte-Lichen Parasite-Plant Pathogen-|Undefined Saprotroph|	Pathotroph-Saprotroph-Symbiotroph	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
HE963792_SH1277872.10FU	Undefined Saprotroph-|Wood Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
HE998724_SH0170158.10FU	Fungal Parasite-Undefined Saprotroph	Pathotroph-Saprotroph-Symbiotroph	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE
HF675470_SH1155619.10FU	Bryophyte Parasite-Dung Saprotroph-Ectomycorrhizal-Fungal Parasite-Leaf Saprotroph-Plant Parasite-Undefined Saprotroph-Wood Saprotroph	Pathotroph-Saprotroph-Symbiotroph	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE
HF680228_SH1184068.10FU	Algal Parasite-Bryophyte Parasite-Fungal Parasite-Undefined Saprotroph	Pathotroph-Saprotroph	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
HF947041_SH1368086.10FU	|Dung Saprotroph|-Endophyte-Plant Saprotroph-Undefined Saprotroph	Saprotroph-Symbiotroph	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE
HF970205_SH1245760.10FU	Arbuscular Mycorrhizal	Symbiotroph	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
HG003669_SH1265173.10FU	Animal Pathogen-Plant Pathogen-|Undefined Saprotroph|	Pathotroph-Saprotroph	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
HG004555_SH1357576.10FU	|Undefined Saprotroph|	 Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
HG004556_SH1357568.10FU	|Undefined Saprotroph|	 Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
HG324303_SH0149334.10FU	|Undefined Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
HG327983_SH1267773.10FU	|Dung Saprotroph|	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
HG425882_SH1337363.10FU	|Arbuscular Mycorrhizal|-Endophyte	Symbiotroph	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
HG425891_SH0158295.10FU	Arbuscular Mycorrhizal	Symbiotroph	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
HG425984_SH0183818.10FU	Arbuscular Mycorrhizal	Symbiotroph	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
HG764521_SH1213336.10FU	Endophyte-|Plant Pathogen|-Plant Saprotroph	Pathotroph-Saprotroph-Symbiotroph	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
HG917285_SH0175782.10FU	Undefined Saprotroph	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
HG917294_SH1373861.10FU	|Dung Saprotroph|-Undefined Saprotroph	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
HG933799_SH1371371.10FU	|Plant Pathogen|-Plant Saprotroph	Pathotroph-Saprotroph	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
HG933811_SH1371314.10FU	|Plant Pathogen|-Plant Saprotroph	Pathotroph-Saprotroph	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
HG935826_SH1303811.10FU	Fungal Parasite-Undefined Saprotroph	Pathotroph-Saprotroph-Symbiotroph	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE
HG936014_SH1393088.10FU	Undefined Saprotroph	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
HG936097_SH1323831.10FU	Bryophyte Parasite-Ectomycorrhizal-Ericoid Mycorrhizal-Plant Pathogen-|Plant Saprotroph|-Undefined Saprotroph	Pathotroph-Saprotroph-Symbiotroph	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE
HG936358_SH1332371.10FU	Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph	Saprotroph-Symbiotroph	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE
HG936555_SH1264100.10FU	|Animal Parasite|-Animal Pathogen-Endophyte-Plant Saprotroph-Undefined Saprotroph	Pathotroph-Saprotroph-Symbiotroph	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE
HG936923_SH1228140.10FU	Endophyte-Plant Pathogen-|Undefined Saprotroph|	Pathotroph-Saprotroph-Symbiotroph	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
HG936952_SH1357309.10FU	Undefined Saprotroph	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
HG936962_SH1316455.10FU	Wood Saprotroph	Saprotroph	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
